,LOCALITA,DATA,TMEDIA 째C,TMIN 째C,TMAX 째C,PUNTORUGIADA 째C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI
218,Pavia,07/8/1973,"24,7",19,32,"18,1",67.0,"6,9","5,2","16,5",0,0.0,0.0,0,
219,Pavia,08/8/1973,"24,7",20,30,"19,9",75.0,"7,1","5,4",13,0,0.0,0.0,0,
220,Pavia,09/8/1973,"24,2",19,29,"17,8",67.0,10,"2,8","7,6",0,0.0,0.0,0,
221,Pavia,10/8/1973,"24,6",18,30,"18,6",69.0,"9,5","0,9","5,4",0,0.0,0.0,0,
222,Pavia,11/8/1973,"25,2",19,31,"20,9",77.0,"5,3","1,7","10,7",0,0.0,0.0,0,Pioggia 
223,Pavia,12/8/1973,"25,7",21,31,"21,2",76.0,"4,2","1,1","5,4",0,0.0,0.0,0,
224,Pavia,13/8/1973,"25,8",19,32,"18,4",64.0,"9,7","0,9","5,4",0,1019.0,0.0,0,
225,Pavia,14/8/1973,"24,8",20,30,"18,6",68.0,"8,2",3,"9,1",0,0.0,0.0,0,Pioggia 
226,Pavia,15/8/1973,"23,6",20,28,"16,2",63.0,"8,5","1,9","7,2",0,0.0,0.0,1,Pioggia 
227,Pavia,16/8/1973,"23,7",19,29,"14,9",58.0,"8,7","1,3","5,4",0,0.0,0.0,0,
228,Pavia,17/8/1973,"23,6",17,30,"16,3",64.0,8,"1,1","5,4",0,0.0,0.0,0,
229,Pavia,18/8/1973,"24,5",18,31,"17,4",65.0,"5,5","1,5","5,4",0,0.0,0.0,0,
230,Pavia,19/8/1973,"25,3",19,36,"18,7",67.0,"5,1","1,1","5,4",0,0.0,0.0,0,
231,Pavia,20/8/1973,"26,1",19,33,"19,6",67.0,"4,7","2,2","10,7",0,0.0,0.0,0,
232,Pavia,21/8/1973,"25,9",19,32,"19,2",67.0,5,"1,1","5,4",0,0.0,0.0,0,
233,Pavia,22/8/1973,"26,4",21,32,"20,3",69.0,"4,8",2,"9,1",0,0.0,0.0,0,
234,Pavia,23/8/1973,"23,9",18,31,"16,9",65.0,"8,4","4,3","31,3","51,9",1020.0,0.0,0,Temporale 
235,Pavia,24/8/1973,"22,3",18,28,"17,4",74.0,10,"1,3","5,4",0,0.0,0.0,0,Temporale 
236,Pavia,25/8/1973,"22,1",17,29,"18,1",78.0,"5,8","4,1","23,7","46,1",0.0,0.0,0,Pioggia 
237,Pavia,26/8/1973,"20,1",18,22,"16,9",82.0,"6,6","1,7","7,6",0,0.0,0.0,1,Pioggia 
238,Pavia,27/8/1973,"22,2",19,27,"17,6",75.0,"5,1","1,3","7,2",0,0.0,0.0,"4,1",Pioggia 
239,Pavia,28/8/1973,"20,7",16,27,"16,8",78.0,"3,4","2,8","16,5","34,8",0.0,0.0,0,Pioggia Temporale 
240,Pavia,29/8/1973,"20,6",17,27,"17,1",80.0,5,"2,4","9,1",0,0.0,0.0,"8,9",Pioggia 
241,Pavia,30/8/1973,"21,9",16,28,"17,1",74.0,"3,9",0,"5,4",0,1013.0,0.0,0,
242,Pavia,31/8/1973,"17,8",16,21,"14,7",82.0,"9,3","2,4","10,7",0,0.0,0.0,"20,6",Pioggia Temporale 
243,Pavia,01/9/1973,"19,6",12,27,"14,4",72.0,"7,9","0,6","9,1",0,0.0,0.0,0,Nebbia 
244,Pavia,02/9/1973,"20,3",13,27,"15,6",74.0,9,"0,4","3,5",0,1021.0,0.0,0,
245,Pavia,03/9/1973,"21,8",14,30,"17,2",75.0,5,"1,5","7,2",0,0.0,0.0,0,
246,Pavia,04/9/1973,"22,8",15,30,"18,3",76.0,"3,4","0,7","5,4",0,0.0,0.0,0,Nebbia 
247,Pavia,05/9/1973,"23,2",17,30,"19,5",80.0,"2,7","0,7","9,1",0,0.0,0.0,0,Nebbia 
248,Pavia,06/9/1973,"22,9",17,30,"18,6",77.0,"3,5","0,7","10,7",0,0.0,0.0,0,Pioggia Nebbia 
249,Pavia,07/9/1973,"22,6",17,31,"18,6",78.0,"3,5","0,2","3,5",0,1022.0,0.0,0,
250,Pavia,08/9/1973,"22,6",16,30,"18,6",78.0,"4,3","0,4","3,5",0,0.0,0.0,0,Nebbia 
251,Pavia,09/9/1973,"22,4",16,30,"18,6",79.0,"3,7","1,5","7,2",0,0.0,0.0,0,Pioggia 
252,Pavia,10/9/1973,"21,8",15,29,"17,3",76.0,"5,6","3,5","16,5",0,0.0,0.0,0,Nebbia 
253,Pavia,11/9/1973,"21,2",15,27,"16,2",73.0,"7,9","2,2","7,6",0,0.0,0.0,0,
254,Pavia,12/9/1973,20,16,25,"15,3",74.0,"8,7","1,5","7,2",0,1020.0,0.0,0,
255,Pavia,13/9/1973,"20,1",14,25,"15,6",75.0,"4,8","1,1","5,4",0,0.0,0.0,0,
256,Pavia,14/9/1973,"20,9",18,25,"16,5",76.0,"4,8",2,"7,2",0,0.0,0.0,0,
257,Pavia,15/9/1973,"22,1",19,27,"18,1",78.0,"3,7","1,3","9,1",0,0.0,0.0,0,
258,Pavia,16/9/1973,"22,3",19,27,"19,1",82.0,"3,7","2,4","14,8",0,0.0,0.0,0,Pioggia Temporale 
259,Pavia,17/9/1973,"20,9",16,26,"17,8",82.0,"5,3","1,9","10,7",0,0.0,0.0,"22,1",Pioggia Temporale 
260,Pavia,18/9/1973,"18,6",16,20,"16,4",87.0,8,"8,9","21,9",0,0.0,0.0,"41,4",Pioggia 
261,Pavia,19/9/1973,"18,8",16,24,"16,1",84.0,"6,4","0,6","3,5",0,0.0,0.0,"0,5",Pioggia 
262,Pavia,20/9/1973,"19,6",15,25,"16,7",83.0,"5,3",0,"9,1",0,0.0,0.0,0,Pioggia 
263,Pavia,21/9/1973,"19,3",17,22,"16,7",85.0,"5,6","4,4","18,3",0,0.0,0.0,0,Pioggia 
264,Pavia,22/9/1973,"17,9",15,22,15,83.0,"7,2",2,"10,7",0,0.0,0.0,"4,1",Pioggia Temporale 
265,Pavia,23/9/1973,"17,3",14,22,"13,9",80.0,"10,5","4,4",13,0,0.0,0.0,"7,1",Pioggia Temporale 
266,Pavia,24/9/1973,"15,6",14,16,"13,9",90.0,"5,6","1,5","9,1",0,0.0,0.0,0,Pioggia 
267,Pavia,25/9/1973,"14,7",12,18,"13,1",90.0,"3,5","1,7","27,8",0,0.0,0.0,"8,4",Pioggia 
268,Pavia,26/9/1973,"14,7",12,17,"13,4",92.0,"3,9","1,5","7,6",0,0.0,0.0,16,Pioggia Nebbia 
269,Pavia,27/9/1973,"14,6",12,20,"13,1",91.0,"3,7","1,5","7,2",0,0.0,0.0,0,Nebbia 
270,Pavia,28/9/1973,"14,7",8,21,"11,3",80.0,6,"0,7","5,4",0,0.0,0.0,0,
271,Pavia,29/9/1973,"14,6",9,19,"11,8",83.0,"3,5","0,9","9,1",0,1014.0,0.0,0,Pioggia 
272,Pavia,30/9/1973,"15,3",13,17,14,92.0,"2,7","1,1","9,4",0,0.0,0.0,2,Pioggia Nebbia 
273,Pavia,01/10/1973,"12,2",12,13,"11,2",94.0,"4,5",3,"9,1",0,0.0,0.0,18,Pioggia 
274,Pavia,02/10/1973,"15,9",11,22,"13,7",87.0,"4,3","0,9","5,4",0,0.0,0.0,"7,1",Pioggia 
275,Pavia,03/10/1973,"18,3",14,23,"15,2",82.0,"6,1","1,7","9,1",0,0.0,0.0,0,Pioggia 
276,Pavia,04/10/1973,"17,7",13,23,"14,3",80.0,"6,1","1,1","9,1",0,0.0,0.0,0,
277,Pavia,05/10/1973,"16,5",12,22,"13,8",84.0,"3,5","0,9","5,4",0,0.0,0.0,0,
278,Pavia,06/10/1973,"16,2",11,22,"13,8",86.0,"2,9","0,2","3,5",0,0.0,0.0,0,Nebbia 
279,Pavia,07/10/1973,"14,9",13,18,"13,2",90.0,"4,5",2,"18,3",0,1019.0,0.0,"20,1",Pioggia Temporale 
280,Pavia,08/10/1973,"14,3",11,21,12,86.0,6,"1,1","7,2",0,0.0,0.0,"7,9",Pioggia 
281,Pavia,09/10/1973,"14,2",7,22,"11,1",82.0,"4,5","1,7","7,6",0,0.0,0.0,0,Nebbia 
282,Pavia,10/10/1973,"13,8",8,21,"11,2",84.0,"3,5","0,4","9,1",0,0.0,0.0,0,
283,Pavia,11/10/1973,"14,5",10,21,"11,8",84.0,"3,1","0,6","9,1",0,0.0,0.0,0,
284,Pavia,12/10/1973,"14,8",9,19,"12,4",86.0,"1,9","0,4","5,4",0,0.0,0.0,0,Nebbia 
285,Pavia,13/10/1973,"11,3",10,15,"9,2",87.0,"8,7",8,"18,3",0,0.0,0.0,"0,5",Pioggia 
286,Pavia,14/10/1973,"11,6",9,15,"10,4",92.0,"5,3","2,4","9,1",0,0.0,0.0,31,Pioggia 
287,Pavia,15/10/1973,"13,4",10,19,"11,2",87.0,"5,1","1,9","9,1",0,0.0,0.0,0,
288,Pavia,16/10/1973,"13,2",10,14,"11,9",92.0,"2,6","0,7","5,4",0,0.0,0.0,0,Pioggia Nebbia 
289,Pavia,17/10/1973,"12,7",9,18,"11,4",92.0,"1,6","1,1","9,1",0,0.0,0.0,0,Nebbia 
290,Pavia,18/10/1973,"12,8",7,20,"7,9",72.0,"4,7","6,7","22,2",0,0.0,0.0,0,Nebbia 
291,Pavia,19/10/1973,"9,8",5,17,"5,3",74.0,"10,5","0,7","5,4",0,1022.0,0.0,0,
292,Pavia,20/10/1973,"9,2",4,16,"6,6",84.0,"3,7","0,6","3,5",0,1018.0,0.0,0,Nebbia 
293,Pavia,21/10/1973,"10,1",5,15,"7,2",82.0,"3,5","3,5","21,9",0,0.0,0.0,0,
294,Pavia,22/10/1973,14,7,19,"2,6",46.0,10,"16,7","29,4",0,0.0,0.0,0,
295,Pavia,23/10/1973,"9,7",5,17,"4,9",72.0,"6,9",0,"3,5",0,1024.0,0.0,0,
296,Pavia,24/10/1973,"12,9",4,20,"2,6",49.0,"9,5",10,"31,3","51,9",0.0,0.0,0,
297,Pavia,25/10/1973,"7,6",3,13,"1,1",63.0,"10,5","0,7","7,2",0,0.0,0.0,0,
298,Pavia,26/10/1973,"5,7",-1,13,"1,4",74.0,"6,4","0,4","5,4",0,0.0,0.0,0,Nebbia 
299,Pavia,27/10/1973,"5,6",-2,14,"2,1",78.0,"3,2","0,4","3,5",0,1029.0,0.0,0,Nebbia 
300,Pavia,28/10/1973,"5,2",-2,15,"2,5",83.0,"1,4","0,4","20,2",0,0.0,0.0,0,Nebbia 
301,Pavia,29/10/1973,"6,9",-1,16,"3,7",80.0,"1,9","0,4","3,5",0,0.0,0.0,0,Nebbia 
302,Pavia,30/10/1973,"8,1","-1,8",18,"4,5",78.0,"1,8","0,6","3,5",0,1022.0,0.0,0,Nebbia 
303,Pavia,31/10/1973,"7,8",1,15,"4,9",82.0,"1,6","0,9","7,2",0,0.0,0.0,0,Nebbia 
304,Pavia,01/11/1973,"8,1",4,11,"4,3",77.0,"3,7","0,2","5,4",0,0.0,0.0,0,
305,Pavia,02/11/1973,"8,3",3,11,"2,8",68.0,"6,3",0,0,0,0.0,0.0,0,
306,Pavia,03/11/1973,"5,6","-1,8",13,"3,3",85.0,"1,3","0,7","7,2",0,0.0,0.0,0,Nebbia 
307,Pavia,04/11/1973,"7,6",5,8,6,90.0,"0,6",0,0,0,0.0,0.0,2,Pioggia 
308,Pavia,05/11/1973,"8,6",8,10,"7,6",93.0,"1,1",0,0,0,1023.0,0.0,"1,5",Pioggia Nebbia 
309,Pavia,06/11/1973,"8,9",8,10,"6,9",87.0,"1,9","3,3","21,9",0,0.0,0.0,16,Pioggia Nebbia 
310,Pavia,07/11/1973,"7,3",3,12,"3,2",75.0,"8,7","2,6","16,5",0,0.0,0.0,0,
311,Pavia,08/11/1973,"5,7","-0,6",12,"1,8",76.0,"4,2","1,7","9,1",0,0.0,0.0,0,Nebbia 
312,Pavia,09/11/1973,"5,8",2,10,"3,3",84.0,"2,3",0,"21,9",0,0.0,0.0,0,Nebbia 
313,Pavia,10/11/1973,"2,5",-6,11,2,96.0,"0,2",0,0,0,1024.0,0.0,0,Nebbia 
314,Pavia,11/11/1973,5,-1,11,"3,7",91.0,"0,5",0,0,0,0.0,0.0,0,Nebbia 
315,Pavia,12/11/1973,"5,7",2,9,"5,2",97.0,0,"0,2","5,4",0,1021.0,0.0,0,Nebbia 
316,Pavia,13/11/1973,"6,9",2,15,"5,1",88.0,"1,8",2,13,0,1016.0,0.0,0,Nebbia 
317,Pavia,14/11/1973,"5,9",4,7,"5,7",99.0,0,"1,3","7,2",0,0.0,0.0,0,Nebbia 
318,Pavia,15/11/1973,"6,4",5,8,"6,1",98.0,"0,2","4,6",13,0,1013.0,0.0,0,Nebbia 
319,Pavia,16/11/1973,"9,2",5,20,"7,3",88.0,"2,9","4,4","18,3",0,0.0,0.0,0,Nebbia 
320,Pavia,17/11/1973,"7,6",7,8,"7,3",98.0,"0,5","1,5","5,4",0,0.0,0.0,0,Nebbia 
321,Pavia,18/11/1973,"8,2",7,10,"7,3",94.0,"1,4","0,2","3,5",0,0.0,0.0,0,Nebbia 
322,Pavia,19/11/1973,"8,1",4,11,"6,3",88.0,"2,1","4,8","11,1",0,0.0,0.0,0,Nebbia 
323,Pavia,20/11/1973,"8,7",4,16,"5,3",79.0,"4,7","8,3","21,9",0,0.0,0.0,0,
324,Pavia,21/11/1973,"6,7",2,11,"5,1",90.0,"1,8","1,3","5,4",0,0.0,0.0,0,Nebbia 
325,Pavia,22/11/1973,"8,3",6,12,"5,1",80.0,"2,9","4,8",13,0,0.0,0.0,0,
326,Pavia,23/11/1973,"7,7",6,11,"5,4",85.0,"2,6","5,7","11,1",0,0.0,0.0,0,
327,Pavia,24/11/1973,"7,8",5,12,"5,8",87.0,"2,1","4,6","10,7",0,0.0,0.0,0,
328,Pavia,25/11/1973,"9,3",5,15,"6,2",81.0,"4,8","5,4","14,8",0,1018.0,0.0,0,
329,Pavia,26/11/1973,"7,4",3,15,"4,1",80.0,"3,1","4,1","23,7",0,0.0,0.0,0,Nebbia 
330,Pavia,27/11/1973,"3,9",-2,9,"-8,9",39.0,"7,2","15,9","42,4",0,0.0,0.0,0,Nebbia 
331,Pavia,28/11/1973,"1,5",-3,7,"-9,6",43.0,"10,5","9,3","18,3",0,0.0,0.0,0,
332,Pavia,29/11/1973,"0,7",-3,6,"-6,4",59.0,"6,3","5,9","31,7",0,0.0,0.0,0,
333,Pavia,30/11/1973,"3,8",-3,8,"-11,4",32.0,10,10,"27,8",0,0.0,0.0,0,
334,Pavia,01/12/1973,"0,6",-4,6,"-5,2",65.0,"5,6","0,4","5,4",0,0.0,0.0,0,
335,Pavia,02/12/1973,"-1,4",-5,3,"-7,6",63.0,9,"5,2","20,2",0,0.0,0.0,0,
336,Pavia,03/12/1973,"-2,6",-7,3,"-9,9",57.0,"9,3","0,6","5,4",0,0.0,0.0,0,
337,Pavia,04/12/1973,"-2,1",-7,4,"-7,8",65.0,"4,3","2,8","14,8",0,0.0,0.0,0,
338,Pavia,05/12/1973,"-0,6",-5,8,"-5,4",70.0,"3,2",0,"29,4",0,0.0,0.0,0,
339,Pavia,06/12/1973,"0,6",-4,6,"-3,6",73.0,"2,6","0,6","3,5",0,0.0,0.0,0,
340,Pavia,07/12/1973,"2,8",-3,12,"-0,1",81.0,"2,1",5,"23,7",0,0.0,0.0,0,
341,Pavia,08/12/1973,"2,3","0,6",4,"1,2",92.0,"1,4",2,"14,8",0,0.0,0.0,0,Pioggia Nebbia 
342,Pavia,09/12/1973,"4,2",1,12,"-0,3",72.0,5,"7,2","66,5",0,0.0,0.0,0,Nebbia 
343,Pavia,10/12/1973,"0,8",-3,6,"-4,3",69.0,"9,5","1,1","7,2",0,0.0,0.0,0,
344,Pavia,11/12/1973,"-1,8",-6,6,"-4,5",82.0,"3,7","1,5","7,2",0,0.0,0.0,0,
345,Pavia,12/12/1973,"-0,9",-4,1,"-2,7",88.0,"1,6",0,"9,1",0,0.0,0.0,0,
346,Pavia,13/12/1973,"0,9",-1,2,"-1,9",81.0,"2,1","4,8","10,7",0,0.0,0.0,0,
347,Pavia,14/12/1973,"2,2",-3,10,"-0,3",83.0,"1,8","8,3","27,8",0,0.0,0.0,0,Nebbia 
348,Pavia,15/12/1973,"5,9",-2,9,"-9,2",33.0,"13,2","29,8",72,"92,4",0.0,0.0,0,Pioggia Nebbia 
349,Pavia,16/12/1973,"1,4",-3,7,"-4,7",64.0,"7,7","3,1","10,7",0,0.0,0.0,0,
350,Pavia,17/12/1973,"1,8",-2,6,"-1,3",80.0,"3,5","1,7","9,1",0,0.0,0.0,0,
351,Pavia,18/12/1973,"-0,2",-4,7,"-2,4",85.0,"2,1",0,0,0,1011.0,0.0,0,Nebbia 
352,Pavia,19/12/1973,"2,6",1,8,"1,3",91.0,"1,6","0,6","20,2",0,0.0,0.0,1,Pioggia 
353,Pavia,20/12/1973,"3,1",2,4,"1,9",92.0,1,"0,7","9,1",0,0.0,0.0,1,Pioggia Nebbia 
354,Pavia,21/12/1973,"2,7",2,4,"2,1",96.0,"1,8","3,7","16,5",0,0.0,0.0,15,Pioggia 
355,Pavia,22/12/1973,"4,9",3,6,"3,3",89.0,"1,9","2,2",13,0,0.0,0.0,1,Pioggia Nebbia 
356,Pavia,23/12/1973,"5,4",5,6,5,97.0,"1,1","1,7","5,4",0,0.0,0.0,"10,9",Pioggia 
357,Pavia,24/12/1973,"6,7",4,10,"5,6",93.0,"3,1","1,7","14,8",0,0.0,0.0,"4,1",Pioggia Nebbia 
358,Pavia,25/12/1973,"8,9",5,12,"7,1",88.0,"6,8","5,2","21,9",0,0.0,0.0,"5,1",Pioggia Nebbia 
359,Pavia,26/12/1973,"5,1",2,7,"4,4",95.0,"1,1","5,6","20,2",0,0.0,0.0,"0,3",Nebbia 
360,Pavia,27/12/1973,"3,7",2,10,"3,2",97.0,"0,5","0,7","16,5",0,1028.0,0.0,0,Nebbia 
361,Pavia,28/12/1973,"1,1",-1,3,"1,1",100.0,0,0,0,0,1034.0,0.0,0,Nebbia 
362,Pavia,29/12/1973,"-0,6",-1,"-0,2","-0,6",100.0,0,"0,2","3,5",0,0.0,0.0,0,Nebbia 
363,Pavia,30/12/1973,"-0,7",-1,"-0,4","-0,7",100.0,"0,2","1,5","7,2",0,0.0,0.0,0,Nebbia 
364,Pavia,31/12/1973,"1,3",-1,5,"0,5",94.0,"0,8","2,6",13,0,0.0,0.0,0,Pioggia Nebbia 
365,Pavia,01/1/1974,"4,2",2,5,3,92.0,"2,4","1,7","7,6",0,0.0,0.0,"5,6",Pioggia 
366,Pavia,02/1/1974,"5,3",4,7,"3,4",88.0,"3,1",0,0,0,0.0,0.0,"1,5",Pioggia Nebbia 
367,Pavia,03/1/1974,"4,6",4,6,"3,5",93.0,"1,9",0,"9,1",0,0.0,0.0,"4,6",Pioggia 
368,Pavia,04/1/1974,"5,5",1,8,"3,8",89.0,"1,4","2,4","9,1",0,0.0,0.0,2,Pioggia Nebbia 
369,Pavia,05/1/1974,"4,9",4,6,"3,9",93.0,"0,5",0,0,0,0.0,0.0,"0,3",Pioggia Nebbia 
370,Pavia,06/1/1974,"5,3",4,7,"3,8",90.0,"1,4",2,13,0,0.0,0.0,"6,1",Pioggia Neve Nebbia 
371,Pavia,07/1/1974,"3,3",1,5,"1,9",91.0,"1,8","3,5","9,1",0,0.0,0.0,0,Nebbia 
372,Pavia,08/1/1974,"1,5",0,3,"0,7",94.0,"0,5","2,8","9,1",0,0.0,0.0,0,Nebbia 
373,Pavia,09/1/1974,"2,9","1,8",4,"1,8",92.0,"1,6","2,2","10,7",0,0.0,0.0,"11,9",Pioggia Nebbia 
374,Pavia,10/1/1974,"5,2",1,8,"3,3",88.0,"3,2",5,"20,2",0,0.0,0.0,"19,1",Pioggia Nebbia 
375,Pavia,11/1/1974,"3,3",1,9,"2,6",95.0,0,"0,6","5,4",0,1025.0,0.0,0,Nebbia 
376,Pavia,12/1/1974,"2,6",1,4,"2,3",98.0,0,"0,2","3,5",0,1029.0,0.0,0,Nebbia 
377,Pavia,13/1/1974,"2,7",1,4,"2,6",99.0,0,"1,5","7,6",0,1027.0,0.0,0,Nebbia 
378,Pavia,14/1/1974,"3,2",2,6,"2,3",94.0,"0,8","1,3","9,4",0,0.0,0.0,0,Nebbia 
379,Pavia,15/1/1974,"2,7",2,9,"1,8",94.0,"0,3","3,1","9,1",0,0.0,0.0,0,Nebbia 
380,Pavia,16/1/1974,"3,4",2,9,"2,7",95.0,"0,3",0,0,0,0.0,0.0,"0,3",Pioggia Nebbia 
381,Pavia,17/1/1974,"7,5",4,15,"-0,6",56.0,"5,3","14,4","44,3","68,3",0.0,0.0,2,Pioggia Nebbia 
382,Pavia,18/1/1974,"8,6",3,15,"-1,3",50.0,"10,8","19,8","33,2",0,0.0,0.0,0,
383,Pavia,19/1/1974,"7,5",1,16,2,68.0,"7,7","2,8",13,0,1023.0,0.0,0,
384,Pavia,20/1/1974,"8,9",1,19,"3,9",71.0,10,"2,6","9,4",0,0.0,0.0,0,
385,Pavia,21/1/1974,"4,9",-2,13,"2,6",85.0,"1,9",0,0,0,1024.0,0.0,0,Nebbia 
386,Pavia,22/1/1974,"0,9",-1,7,"0,2",95.0,"0,5","0,4","7,2",0,0.0,0.0,0,Nebbia 
387,Pavia,23/1/1974,"0,3",-2,3,"-0,1",97.0,"0,2","0,7","5,4",0,1025.0,0.0,0,Pioggia Nebbia 
388,Pavia,24/1/1974,"3,4","0,8",6,"2,4",93.0,"0,5","0,9","5,4",0,0.0,0.0,0,Nebbia 
389,Pavia,25/1/1974,"4,2",3,5,"3,4",95.0,"0,5","0,2","3,5",0,0.0,0.0,0,Nebbia 
390,Pavia,26/1/1974,"4,9",3,7,"3,3",89.0,"0,5","0,2","3,5",0,0.0,0.0,0,Pioggia Nebbia 
391,Pavia,27/1/1974,"4,5",3,5,"3,4",93.0,"1,4","0,2","3,5",0,0.0,0.0,"1,3",Pioggia Nebbia 
392,Pavia,28/1/1974,"5,7",4,7,"2,8",82.0,"2,9","2,6","9,1",0,0.0,0.0,0,Nebbia 
393,Pavia,29/1/1974,"4,6",4,5,"3,1",90.0,"2,3","1,3","9,1",0,0.0,0.0,1,Pioggia 
394,Pavia,30/1/1974,"4,7",4,5,4,95.0,"1,6","0,7","5,4",0,0.0,0.0,"8,9",Pioggia 
395,Pavia,31/1/1974,"5,3",5,6,5,98.0,"0,6","0,4","7,2",0,0.0,0.0,"6,1",Pioggia Nebbia 
396,Pavia,01/2/1974,"5,9",5,7,"5,1",95.0,"1,4","1,3","7,2",0,1023.0,0.0,"0,5",Pioggia Nebbia 
397,Pavia,02/2/1974,"6,7",6,8,"5,8",94.0,"1,6","1,3","9,1",0,0.0,0.0,"20,1",Pioggia 
398,Pavia,03/2/1974,"7,2",4,9,"5,8",91.0,"5,6","13,5","33,2","53,5",0.0,0.0,"40,9",Pioggia 
399,Pavia,04/2/1974,"6,4",4,11,"4,3",86.0,"5,3","5,6","14,8",0,0.0,0.0,2,Nebbia 
400,Pavia,05/2/1974,"5,4","-0,2",11,"3,4",87.0,"2,4","0,2","3,5",0,0.0,0.0,0,Nebbia 
401,Pavia,06/2/1974,"5,1",4,6,"3,3",88.0,"3,5","6,5","22,2",0,0.0,0.0,0,Pioggia Nebbia 
402,Pavia,07/2/1974,"5,6",1,11,"-2,7",55.0,"10,3",13,"29,4",0,0.0,0.0,0,
403,Pavia,08/2/1974,"6,7",2,12,"-5,7",41.0,"10,3","13,3","33,5",0,0.0,0.0,0,
404,Pavia,09/2/1974,"4,3",-2,11,"-0,9",69.0,6,"1,7","9,1",0,1020.0,0.0,0,
405,Pavia,10/2/1974,"7,1",3,11,"2,9",75.0,"5,6",3,"10,7",0,0.0,0.0,0,
406,Pavia,11/2/1974,7,6,8,"5,6",91.0,"1,9","0,4","7,2",0,0.0,0.0,"0,5",Pioggia 
407,Pavia,12/2/1974,"6,6",5,8,"5,8",95.0,"0,8","2,6","10,7",0,0.0,0.0,"9,4",Pioggia Nebbia 
408,Pavia,13/2/1974,"7,2",5,9,"5,7",90.0,"2,7","0,6","7,6",0,0.0,0.0,14,Pioggia 
409,Pavia,14/2/1974,"8,8",5,14,"5,2",78.0,"4,8","1,1","9,1",0,0.0,0.0,0,Pioggia 
410,Pavia,15/2/1974,"9,4",7,13,"6,1",80.0,"6,8","1,3","10,7",0,0.0,0.0,1,Pioggia 
411,Pavia,16/2/1974,"8,8",7,10,"6,9",88.0,"4,8","4,3",13,0,0.0,0.0,"0,5",Pioggia 
412,Pavia,17/2/1974,"8,6",8,10,"7,4",92.0,6,"4,4","14,8","29,4",0.0,0.0,18,Pioggia 
413,Pavia,18/2/1974,"8,9",8,11,"7,3",90.0,"6,8","8,1","21,9",0,0.0,0.0,13,Pioggia 
414,Pavia,19/2/1974,"8,4",5,12,"6,5",88.0,"7,9","3,1","22,2",0,0.0,0.0,"23,1",Pioggia Temporale 
415,Pavia,20/2/1974,"7,1",1,15,"4,3",82.0,"4,2","1,7","9,1",0,0.0,0.0,0,Nebbia 
416,Pavia,21/2/1974,"6,8",1,14,"4,3",84.0,"3,2","0,7","7,2",0,0.0,0.0,0,Nebbia 
417,Pavia,22/2/1974,"6,6",2,10,"3,5",81.0,"4,3","0,7","5,4",0,0.0,0.0,0,
418,Pavia,23/2/1974,"6,9",5,11,"2,7",75.0,"4,7","0,7","3,5",0,0.0,0.0,0,
419,Pavia,24/2/1974,"7,9",2,15,"2,3",68.0,6,"1,5","9,1",0,0.0,0.0,0,
420,Pavia,25/2/1974,"8,2",3,14,"2,4",67.0,"7,9","1,1","16,5",0,0.0,0.0,0,
421,Pavia,26/2/1974,"6,4",3,10,"0,8",67.0,10,"11,7","25,9",0,0.0,0.0,1,Pioggia 
422,Pavia,27/2/1974,"5,4",3,9,"0,2",69.0,"7,4","0,2","5,4",0,0.0,0.0,0,
423,Pavia,28/2/1974,"4,7",3,8,"1,1",77.0,"6,1","3,7","23,7",0,0.0,0.0,"0,5",Pioggia 
424,Pavia,01/3/1974,"2,6",1,5,"1,7",94.0,"3,1","1,5","21,9",0,0.0,0.0,"7,1",Pioggia Neve 
425,Pavia,02/3/1974,"4,1",1,10,"1,2",81.0,"4,3","5,4","14,8",0,0.0,0.0,0,Neve Nebbia 
426,Pavia,03/3/1974,"4,6",1,7,"1,6",81.0,"5,1","9,3","23,7","44,3",0.0,0.0,"0,3",Pioggia 
427,Pavia,04/3/1974,"4,2",3,5,"2,9",91.0,"4,8","8,3","29,4","47,8",0.0,0.0,"10,9",Pioggia 
428,Pavia,05/3/1974,"5,4",-1,11,"2,3",80.0,"5,5","5,2",13,0,0.0,0.0,0,Nebbia 
429,Pavia,06/3/1974,"5,8","0,6",11,"2,1",77.0,6,"3,9","14,8",0,0.0,0.0,0,
430,Pavia,07/3/1974,"8,6",2,15,"3,1",68.0,"6,8",2,"7,2",0,0.0,0.0,0,
431,Pavia,08/3/1974,"7,2",4,11,"3,3",76.0,"5,6",5,"14,8",0,0.0,0.0,0,
432,Pavia,09/3/1974,"6,2",1,11,"2,6",78.0,"4,3","1,9","10,7",0,1020.0,0.0,0,
433,Pavia,10/3/1974,"6,1",4,10,"2,9",80.0,"6,1","2,8","7,2",0,0.0,0.0,0,
434,Pavia,11/3/1974,"6,6",2,11,"1,2",68.0,"6,6","1,5","5,4",0,0.0,0.0,0,
435,Pavia,12/3/1974,"5,7",1,12,"1,9",76.0,4,"0,6","3,5",0,0.0,0.0,0,
436,Pavia,13/3/1974,"6,8",2,13,3,77.0,"2,7","1,3","10,7",0,0.0,0.0,0,
